#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CXCL9	CX3CL1	1854250	1842139	9606.ENSP00000354901	9606.ENSP00000006053	0	0	0	0	0	0	0	0.462	0.462
KIT	NOTCH3	1847112	1845350	9606.ENSP00000288135	9606.ENSP00000263388	0.048	0	0	0	0.054	0.17	0	0.365	0.462
NID1	TIMP1	1845497	1842705	9606.ENSP00000264187	9606.ENSP00000218388	0	0	0	0	0.072	0	0	0.443	0.461
ITGB2	CCL5	1848511	1847396	9606.ENSP00000303242	9606.ENSP00000293272	0	0	0	0	0.183	0	0	0.367	0.461
MMP9	CCL4	1855661	1843996	9606.ENSP00000361405	9606.ENSP00000250151	0	0	0	0	0.092	0	0	0.43	0.461
NCAM1	ITGB2	1850053	1848511	9606.ENSP00000318472	9606.ENSP00000303242	0	0	0	0	0.072	0.185	0	0.344	0.46
ICAM1	PLAT	1845628	1842802	9606.ENSP00000264832	9606.ENSP00000220809	0	0	0	0	0	0	0	0.46	0.46
CCL5	ICAM3	1847396	1842275	9606.ENSP00000293272	9606.ENSP00000160262	0	0	0	0	0.053	0	0	0.453	0.46
CD163	MARCO	1853796	1850096	9606.ENSP00000352071	9606.ENSP00000318916	0	0	0	0.65	0.433	0	0	0.166	0.459
ITGB2	FCGR3B	1848511	1847507	9606.ENSP00000303242	9606.ENSP00000294800	0	0	0	0	0.072	0	0	0.441	0.459
CXCL5	CCL13	1847663	1843057	9606.ENSP00000296027	9606.ENSP00000225844	0	0	0	0	0.072	0	0	0.441	0.459
PIK3C2B	EGFR	1854538	1846445	9606.ENSP00000356155	9606.ENSP00000275493	0	0	0	0	0	0.36	0	0.189	0.459
IL1RN	CCL2	1844670	1843055	9606.ENSP00000259206	9606.ENSP00000225831	0	0	0	0	0.072	0	0	0.441	0.459
KIT	PI3	1847112	1843690	9606.ENSP00000288135	9606.ENSP00000243924	0	0	0	0	0.06	0	0	0.447	0.458
CXCL1	CCL13	1858329	1843057	9606.ENSP00000379110	9606.ENSP00000225844	0	0	0	0	0.067	0	0	0.443	0.458
TNC	TIMP2	1845696	1845213	9606.ENSP00000265131	9606.ENSP00000262768	0	0	0	0	0.07	0	0	0.442	0.458
CXCL16	CCL3	1847437	1843010	9606.ENSP00000293778	9606.ENSP00000225245	0	0	0	0	0.101	0	0	0.422	0.458
CD163	CCL4	1853796	1843996	9606.ENSP00000352071	9606.ENSP00000250151	0	0	0	0	0.222	0	0	0.332	0.458
CD163	CXCL10	1853796	1848754	9606.ENSP00000352071	9606.ENSP00000305651	0	0	0	0	0.121	0	0	0.408	0.457
MCL1	IL8	1854935	1848852	9606.ENSP00000358022	9606.ENSP00000306512	0	0	0	0	0.067	0	0	0.442	0.457
MMP9	CASP8	1855661	1853692	9606.ENSP00000361405	9606.ENSP00000351273	0	0	0	0	0.05	0	0	0.452	0.457
ADAMTS13	MMP2	1855578	1842719	9606.ENSP00000360997	9606.ENSP00000219070	0	0	0	0	0.046	0	0	0.454	0.456
MMP9	ADAMTS13	1855661	1855578	9606.ENSP00000361405	9606.ENSP00000360997	0	0	0	0	0.046	0	0	0.454	0.456
SELE	MMP2	1851385	1842719	9606.ENSP00000331736	9606.ENSP00000219070	0	0	0	0	0	0	0	0.455	0.455
CCL7	ICAM1	1856894	1845628	9606.ENSP00000367832	9606.ENSP00000264832	0	0	0	0	0.054	0	0	0.447	0.455
PRSS3	PRTN3	1854099	1843396	9606.ENSP00000354280	9606.ENSP00000234347	0	0	0.526	0.834	0.388	0	0	0.205	0.455
MMP9	CCL11	1855661	1848388	9606.ENSP00000361405	9606.ENSP00000302234	0	0	0	0	0	0	0	0.455	0.455
NOTCH1	HGF	1846535	1842916	9606.ENSP00000277541	9606.ENSP00000222390	0	0	0	0	0	0.064	0	0.442	0.455
MMP9	CD163	1855661	1853796	9606.ENSP00000361405	9606.ENSP00000352071	0	0	0	0	0.159	0	0	0.378	0.455
MMP9	PRSS3	1855661	1854099	9606.ENSP00000361405	9606.ENSP00000354280	0	0	0	0	0	0.36	0	0.183	0.455
OLR1	ICAM1	1849145	1845628	9606.ENSP00000309124	9606.ENSP00000264832	0	0	0	0	0	0	0	0.455	0.455
CCL19	VCAM1	1849114	1847502	9606.ENSP00000308815	9606.ENSP00000294728	0	0	0	0	0.088	0	0	0.426	0.454
FAS	IL18	1853242	1846668	9606.ENSP00000347979	9606.ENSP00000280357	0	0	0	0	0.053	0	0	0.447	0.454
CDH5	MMP2	1852772	1842719	9606.ENSP00000344115	9606.ENSP00000219070	0	0	0	0	0.062	0	0	0.442	0.454
ENG	DECR1	1855851	1842800	9606.ENSP00000362299	9606.ENSP00000220764	0	0	0	0	0	0	0	0.454	0.454
TEK	ICAM1	1857139	1845628	9606.ENSP00000369375	9606.ENSP00000264832	0	0	0	0	0	0	0	0.454	0.454
PLAU	TFPI	1855748	1843343	9606.ENSP00000361850	9606.ENSP00000233156	0	0	0	0	0.056	0.184	0	0.348	0.453
TIMP2	CCL2	1845213	1843055	9606.ENSP00000262768	9606.ENSP00000225831	0	0	0	0	0.059	0	0	0.443	0.453
CSF1	CCL4	1850929	1843996	9606.ENSP00000327513	9606.ENSP00000250151	0	0	0	0	0.055	0	0	0.444	0.453
IL10	XCL1	1860958	1854666	9606.ENSP00000412237	9606.ENSP00000356792	0	0	0	0	0	0	0	0.453	0.453
SPARCL1	COL1A1	1846796	1843064	9606.ENSP00000282470	9606.ENSP00000225964	0	0	0	0	0.379	0	0	0.155	0.453
CD274	CXCL9	1857401	1854250	9606.ENSP00000370989	9606.ENSP00000354901	0	0	0	0	0.128	0	0	0.399	0.453
CD274	ICAM1	1857401	1845628	9606.ENSP00000370989	9606.ENSP00000264832	0	0	0	0	0.063	0	0	0.441	0.453
CD244	FCGR3B	1854713	1847507	9606.ENSP00000357012	9606.ENSP00000294800	0	0	0	0	0.064	0	0	0.439	0.452
IL7R	CCL18	1848815	1842123	9606.ENSP00000306157	9606.ENSP00000004921	0	0	0	0	0.099	0	0	0.417	0.452
TNFSF12	CCL20	1862762	1853751	9606.ENSP00000451451	9606.ENSP00000351671	0	0	0	0	0	0	0	0.451	0.451
FCGR3B	VCAM1	1847507	1847502	9606.ENSP00000294800	9606.ENSP00000294728	0	0	0	0	0.055	0	0	0.443	0.451
PROC	TFPI	1843382	1843343	9606.ENSP00000234071	9606.ENSP00000233156	0	0	0	0	0.054	0.184	0	0.346	0.451
AXL	TGFBR3	1848254	1842474	9606.ENSP00000301178	9606.ENSP00000212355	0	0	0	0	0.049	0	0	0.446	0.451
COL1A1	OSM	1843064	1842507	9606.ENSP00000225964	9606.ENSP00000215781	0	0	0	0	0	0	0	0.451	0.451
IL10	CCL8	1860958	1858210	9606.ENSP00000412237	9606.ENSP00000378118	0	0	0	0	0.05	0	0	0.446	0.451
TNFRSF11A	AMBP	1863918	1845697	9606.ENSP00000465500	9606.ENSP00000265132	0	0	0	0	0	0	0	0.45	0.45
CD40	KITLG	1855654	1843134	9606.ENSP00000361359	9606.ENSP00000228280	0	0	0	0	0	0	0	0.45	0.45
CCL8	CCL2	1858210	1843055	9606.ENSP00000378118	9606.ENSP00000225831	0	0	0	0.961	0.434	0	0	0.702	0.45
ITGB2	PRTN3	1848511	1843396	9606.ENSP00000303242	9606.ENSP00000234347	0	0	0	0	0.054	0.36	0	0.164	0.45
TNFSF12	CDH1	1862762	1844988	9606.ENSP00000451451	9606.ENSP00000261769	0	0	0	0	0	0	0	0.45	0.45
CDH5	HGF	1852772	1842916	9606.ENSP00000344115	9606.ENSP00000222390	0	0	0	0	0.045	0	0	0.448	0.45
PLAU	TNC	1855748	1845696	9606.ENSP00000361850	9606.ENSP00000265131	0	0	0	0	0.042	0.171	0	0.364	0.45
CCL20	CCL13	1853751	1843057	9606.ENSP00000351671	9606.ENSP00000225844	0	0	0	0	0.054	0	0	0.443	0.45
CPB1	CPA1	1846826	1842164	9606.ENSP00000282957	9606.ENSP00000011292	0	0	0.527	0.927	0.396	0	0	0.752	0.45
CXCL1	TIMP1	1858329	1842705	9606.ENSP00000379110	9606.ENSP00000218388	0	0	0	0	0.054	0	0	0.443	0.45
FCGR2A	IL7	1846197	1845425	9606.ENSP00000271450	9606.ENSP00000263851	0	0	0	0	0.054	0	0	0.443	0.45
CCL7	CCL19	1856894	1849114	9606.ENSP00000367832	9606.ENSP00000308815	0	0	0	0	0	0	0	0.45	0.45
CD40	CCL11	1855654	1848388	9606.ENSP00000361359	9606.ENSP00000302234	0	0	0	0	0.054	0	0	0.442	0.449
TF	MMP9	1859071	1855661	9606.ENSP00000385834	9606.ENSP00000361405	0	0	0	0	0.056	0	0	0.441	0.449
CSF1	THPO	1850929	1842420	9606.ENSP00000327513	9606.ENSP00000204615	0	0	0	0	0	0	0	0.449	0.449
IL8	RETN	1848852	1842846	9606.ENSP00000306512	9606.ENSP00000221515	0	0	0	0	0.052	0	0	0.443	0.449
ICAM1	TNFSF10	1845628	1843591	9606.ENSP00000264832	9606.ENSP00000241261	0	0	0	0	0.052	0	0	0.443	0.449
ENG	IL8	1855851	1848852	9606.ENSP00000362299	9606.ENSP00000306512	0	0	0	0	0.052	0	0	0.443	0.449
NCAM1	NOTCH1	1850053	1846535	9606.ENSP00000318472	9606.ENSP00000277541	0	0	0	0	0.055	0.043	0	0.44	0.449
LPL	FABP2	1849220	1846353	9606.ENSP00000309757	9606.ENSP00000274024	0	0	0	0	0.053	0	0	0.443	0.449
F2R	SERPINE1	1850333	1842959	9606.ENSP00000321326	9606.ENSP00000223095	0	0	0	0	0	0	0	0.449	0.449
KIT	ICAM1	1847112	1845628	9606.ENSP00000288135	9606.ENSP00000264832	0	0	0	0	0	0	0	0.449	0.449
EPHB4	NOTCH3	1853646	1845350	9606.ENSP00000350896	9606.ENSP00000263388	0.048	0	0	0	0.097	0.17	0	0.317	0.448
TIMP2	HGF	1845213	1842916	9606.ENSP00000262768	9606.ENSP00000222390	0	0	0	0	0	0	0	0.448	0.448
XCL1	CCL19	1854666	1849114	9606.ENSP00000356792	9606.ENSP00000308815	0	0	0	0	0.053	0	0	0.442	0.448
CST3	TIMP1	1856578	1842705	9606.ENSP00000366124	9606.ENSP00000218388	0	0	0	0	0.106	0	0	0.408	0.448
ADM	IL6	1846549	1844631	9606.ENSP00000278175	9606.ENSP00000258743	0	0	0	0	0.053	0	0	0.442	0.448
MMP3	VCAM1	1848108	1847502	9606.ENSP00000299855	9606.ENSP00000294728	0	0	0	0	0.053	0	0	0.442	0.448
LILRB2	TNFSF13B	1857946	1856399	9606.ENSP00000375629	9606.ENSP00000365048	0	0	0	0	0.445	0	0	0.046	0.448
CD40	TNFRSF10A	1855654	1842814	9606.ENSP00000361359	9606.ENSP00000221132	0	0	0	0	0	0	0	0.448	0.448
PLAUR	ANG	1852201	1851922	9606.ENSP00000339328	9606.ENSP00000336762	0	0	0	0	0	0.326	0	0.215	0.448
CASP8	IL18	1853692	1846668	9606.ENSP00000351273	9606.ENSP00000280357	0	0	0	0	0.053	0	0	0.442	0.448
ITGB2	IL6	1848511	1844631	9606.ENSP00000303242	9606.ENSP00000258743	0	0	0	0	0.054	0	0	0.441	0.448
ITGAM	TNFSF11	1862188	1843537	9606.ENSP00000441691	9606.ENSP00000239849	0	0	0	0	0	0	0	0.448	0.448
CXCL1	CD40	1858329	1855654	9606.ENSP00000379110	9606.ENSP00000361359	0	0	0	0	0.055	0	0	0.44	0.448
TNC	MMP7	1845696	1844765	9606.ENSP00000265131	9606.ENSP00000260227	0	0	0	0	0.056	0	0	0.44	0.448
FCGR3B	MPO	1847507	1843011	9606.ENSP00000294800	9606.ENSP00000225275	0	0	0	0	0	0	0	0.448	0.448
COL18A1	ANG	1853197	1851922	9606.ENSP00000347665	9606.ENSP00000336762	0	0	0	0	0	0	0	0.448	0.448
CDH1	CHL1	1844988	1844445	9606.ENSP00000261769	9606.ENSP00000256509	0	0	0	0	0.052	0	0	0.441	0.447
ANGPTL3	PCSK9	1855412	1848505	9606.ENSP00000360170	9606.ENSP00000303208	0	0	0	0	0.053	0	0	0.441	0.447
IL16	IL7	1848472	1845425	9606.ENSP00000302935	9606.ENSP00000263851	0	0	0	0	0.054	0	0	0.44	0.447
CDH5	F11R	1852772	1847187	9606.ENSP00000344115	9606.ENSP00000289779	0	0	0	0	0.053	0	0	0.441	0.447
MCL1	CX3CL1	1854935	1842139	9606.ENSP00000358022	9606.ENSP00000006053	0	0	0	0	0.053	0	0	0.44	0.447
CXCL1	CX3CL1	1858329	1842139	9606.ENSP00000379110	9606.ENSP00000006053	0	0	0	0	0	0	0	0.447	0.447
CTSL1	TIMP1	1852924	1842705	9606.ENSP00000345344	9606.ENSP00000218388	0	0	0	0	0.095	0	0	0.414	0.447
ITGAM	IL17RA	1862188	1850297	9606.ENSP00000441691	9606.ENSP00000320936	0	0	0	0	0.119	0	0	0.398	0.447
CCL5	MMP2	1847396	1842719	9606.ENSP00000293272	9606.ENSP00000219070	0	0	0	0	0	0	0	0.447	0.447
SRC	SELP	1853652	1845393	9606.ENSP00000350941	9606.ENSP00000263686	0	0	0	0	0.053	0	0	0.441	0.447
CCL2	PLAT	1843055	1842802	9606.ENSP00000225831	9606.ENSP00000220809	0	0	0	0	0.053	0	0	0.441	0.447
PLAU	CDH1	1855748	1844988	9606.ENSP00000361850	9606.ENSP00000261769	0	0	0	0	0	0	0	0.447	0.447
IL1R2	IL6	1851300	1844631	9606.ENSP00000330959	9606.ENSP00000258743	0	0	0	0	0.053	0	0	0.441	0.447
SRC	F2R	1853652	1850333	9606.ENSP00000350941	9606.ENSP00000321326	0	0	0	0	0	0	0	0.447	0.447
CXCL10	TIMP1	1848754	1842705	9606.ENSP00000305651	9606.ENSP00000218388	0	0	0	0	0.054	0	0	0.44	0.447
TEK	SELE	1857139	1851385	9606.ENSP00000369375	9606.ENSP00000331736	0	0	0	0	0.052	0.042	0	0.441	0.447
CXCL10	FCGR2A	1848754	1846197	9606.ENSP00000305651	9606.ENSP00000271450	0	0	0	0	0.053	0	0	0.44	0.447
CXCL10	IL16	1848754	1848472	9606.ENSP00000305651	9606.ENSP00000302935	0	0	0	0	0	0	0	0.446	0.446
VCAM1	CCL4	1847502	1843996	9606.ENSP00000294728	9606.ENSP00000250151	0	0	0	0	0.052	0	0	0.44	0.446
GDNF	KIT	1860755	1847112	9606.ENSP00000409007	9606.ENSP00000288135	0	0	0	0	0.053	0	0	0.439	0.446
SRC	SELE	1853652	1851385	9606.ENSP00000350941	9606.ENSP00000331736	0	0	0	0	0.053	0.042	0	0.439	0.446
CCL11	TIMP1	1848388	1842705	9606.ENSP00000302234	9606.ENSP00000218388	0	0	0	0	0.104	0	0	0.408	0.446
CXCL5	CCL23	1847663	1847401	9606.ENSP00000296027	9606.ENSP00000293280	0	0	0	0	0.046	0	0	0.444	0.446
AXIN1	MMP7	1845118	1844765	9606.ENSP00000262320	9606.ENSP00000260227	0	0	0	0	0	0	0	0.446	0.446
IL8	ICAM3	1848852	1842275	9606.ENSP00000306512	9606.ENSP00000160262	0	0	0	0	0.054	0	0	0.439	0.446
NCAM1	CXCL10	1850053	1848754	9606.ENSP00000318472	9606.ENSP00000305651	0	0	0	0	0	0	0	0.446	0.446
PGF	CCL2	1862737	1843055	9606.ENSP00000451040	9606.ENSP00000225831	0	0	0	0	0	0	0	0.445	0.445
HSPG2	GRN	1856167	1842222	9606.ENSP00000363827	9606.ENSP00000053867	0	0	0	0	0	0.36	0	0.169	0.445
IL6R	ICAM1	1854808	1845628	9606.ENSP00000357470	9606.ENSP00000264832	0	0	0	0	0	0	0	0.445	0.445
TNFSF13B	IKBKG	1856399	1855067	9606.ENSP00000365048	9606.ENSP00000358622	0	0	0	0	0	0	0	0.445	0.445
LPL	DECR1	1849220	1842800	9606.ENSP00000309757	9606.ENSP00000220764	0	0	0	0	0.051	0	0	0.44	0.445
KIT	SELL	1847112	1843434	9606.ENSP00000288135	9606.ENSP00000236147	0	0	0	0	0	0	0	0.445	0.445
TNFRSF9	IL7	1856697	1845425	9606.ENSP00000366729	9606.ENSP00000263851	0	0	0	0	0	0	0	0.445	0.445
PLAUR	ICAM1	1852201	1845628	9606.ENSP00000339328	9606.ENSP00000264832	0	0	0	0	0.114	0	0	0.4	0.445
CCL23	ICAM1	1847401	1845628	9606.ENSP00000293280	9606.ENSP00000264832	0	0	0	0	0.054	0	0	0.438	0.445
CSF1	FCGR2A	1850929	1846197	9606.ENSP00000327513	9606.ENSP00000271450	0	0	0	0	0	0	0	0.445	0.445
PCOLCE	MMP2	1842957	1842719	9606.ENSP00000223061	9606.ENSP00000219070	0	0	0	0	0.344	0	0	0.188	0.445
NCAM1	MPO	1850053	1843011	9606.ENSP00000318472	9606.ENSP00000225275	0	0	0	0	0	0	0	0.445	0.445
CXCL1	XCL1	1858329	1854666	9606.ENSP00000379110	9606.ENSP00000356792	0	0	0	0	0	0	0	0.444	0.444
KITLG	OSM	1843134	1842507	9606.ENSP00000228280	9606.ENSP00000215781	0	0	0	0	0	0	0	0.444	0.444
IL10	MBL2	1860958	1856023	9606.ENSP00000412237	9606.ENSP00000363079	0	0	0	0	0	0	0	0.444	0.444
DECR1	MMP2	1842800	1842719	9606.ENSP00000220764	9606.ENSP00000219070	0	0	0	0	0	0	0	0.444	0.444
ANGPTL3	APOC1	1855412	1844129	9606.ENSP00000360170	9606.ENSP00000252491	0	0	0	0	0.234	0	0	0.303	0.444
COL18A1	HGF	1853197	1842916	9606.ENSP00000347665	9606.ENSP00000222390	0	0	0	0	0	0	0	0.444	0.444
MMP7	SERPINE1	1844765	1842959	9606.ENSP00000260227	9606.ENSP00000223095	0	0	0	0	0.045	0	0	0.442	0.444
MMP9	FIGF	1855661	1847913	9606.ENSP00000361405	9606.ENSP00000297904	0	0	0	0	0.047	0	0	0.441	0.444
SELE	LEP	1851385	1849557	9606.ENSP00000331736	9606.ENSP00000312652	0	0	0	0	0.047	0	0	0.44	0.443
CCL19	ICAM1	1849114	1845628	9606.ENSP00000308815	9606.ENSP00000264832	0	0	0	0	0	0	0	0.443	0.443
XCL1	CCL22	1854666	1842731	9606.ENSP00000356792	9606.ENSP00000219235	0	0	0	0	0	0	0	0.443	0.443
MMP9	LEP	1855661	1849557	9606.ENSP00000361405	9606.ENSP00000312652	0	0	0	0	0	0	0	0.443	0.443
CDH5	IL8	1852772	1848852	9606.ENSP00000344115	9606.ENSP00000306512	0	0	0	0	0	0	0	0.443	0.443
CD40	CCL20	1855654	1853751	9606.ENSP00000361359	9606.ENSP00000351671	0	0	0	0	0	0	0	0.443	0.443
IL6	TNFRSF10A	1844631	1842814	9606.ENSP00000258743	9606.ENSP00000221132	0	0	0	0	0	0	0	0.443	0.443
CCL25	CCL11	1857886	1848388	9606.ENSP00000375086	9606.ENSP00000302234	0	0	0	0	0	0	0	0.443	0.443
CCL28	MPO	1854117	1843011	9606.ENSP00000354416	9606.ENSP00000225275	0	0	0	0	0	0	0	0.443	0.443
TF	LEP	1859071	1849557	9606.ENSP00000385834	9606.ENSP00000312652	0	0	0	0	0	0	0	0.443	0.443
TEK	CCL2	1857139	1843055	9606.ENSP00000369375	9606.ENSP00000225831	0	0	0	0	0	0	0	0.443	0.443
GDNF	HGF	1860755	1842916	9606.ENSP00000409007	9606.ENSP00000222390	0	0	0	0	0	0	0	0.443	0.443
SPP1	CDH1	1858269	1844988	9606.ENSP00000378517	9606.ENSP00000261769	0	0	0	0	0	0	0	0.443	0.443
VCAM1	PLAT	1847502	1842802	9606.ENSP00000294728	9606.ENSP00000220809	0	0	0	0	0	0	0	0.443	0.443
TF	CCL2	1859071	1843055	9606.ENSP00000385834	9606.ENSP00000225831	0	0	0	0	0	0	0	0.443	0.443
SPP1	ENG	1858269	1855851	9606.ENSP00000378517	9606.ENSP00000362299	0	0	0	0	0	0	0	0.443	0.443
TNFRSF11A	MCL1	1863918	1854935	9606.ENSP00000465500	9606.ENSP00000358022	0	0	0	0	0	0	0	0.443	0.443
CD163	IL8	1853796	1848852	9606.ENSP00000352071	9606.ENSP00000306512	0	0	0	0	0	0	0	0.443	0.443
COL18A1	TIMP2	1853197	1845213	9606.ENSP00000347665	9606.ENSP00000262768	0	0	0	0	0	0	0	0.443	0.443
LEP	PI3	1849557	1843690	9606.ENSP00000312652	9606.ENSP00000243924	0	0	0	0	0	0	0	0.443	0.443
ENG	SELE	1855851	1851385	9606.ENSP00000362299	9606.ENSP00000331736	0	0	0	0	0	0	0	0.443	0.443
PDCD1LG2	TNFRSF14	1858518	1853239	9606.ENSP00000380855	9606.ENSP00000347948	0	0	0	0	0.047	0	0	0.44	0.443
VEGFA	SELL	1855611	1843434	9606.ENSP00000361125	9606.ENSP00000236147	0	0	0	0	0	0	0	0.443	0.443
CXCL1	SELE	1858329	1851385	9606.ENSP00000379110	9606.ENSP00000331736	0	0	0	0	0	0	0	0.443	0.443
ENG	ICAM1	1855851	1845628	9606.ENSP00000362299	9606.ENSP00000264832	0	0	0	0	0	0	0	0.443	0.443
CCL11	SELL	1848388	1843434	9606.ENSP00000302234	9606.ENSP00000236147	0	0	0	0	0	0	0	0.443	0.443
CCL20	IL18	1853751	1846668	9606.ENSP00000351671	9606.ENSP00000280357	0	0	0	0	0	0	0	0.443	0.443
ENG	CCL16	1855851	1847399	9606.ENSP00000362299	9606.ENSP00000293275	0	0	0	0	0	0	0	0.443	0.443
ITGAM	CCL20	1862188	1853751	9606.ENSP00000441691	9606.ENSP00000351671	0	0	0	0	0	0	0	0.443	0.443
IL7R	NOTCH1	1848815	1846535	9606.ENSP00000306157	9606.ENSP00000277541	0	0	0	0	0	0	0	0.443	0.443
IL10	TNFRSF10A	1860958	1842814	9606.ENSP00000412237	9606.ENSP00000221132	0	0	0	0	0	0	0	0.443	0.443
IL8	SELPLG	1848852	1843143	9606.ENSP00000306512	9606.ENSP00000228463	0	0	0	0	0	0	0	0.443	0.443
ENG	MCL1	1855851	1854935	9606.ENSP00000362299	9606.ENSP00000358022	0	0	0	0	0	0	0	0.443	0.443
IL18	MPO	1846668	1843011	9606.ENSP00000280357	9606.ENSP00000225275	0	0	0	0	0	0	0	0.443	0.443
COL18A1	IL8	1853197	1848852	9606.ENSP00000347665	9606.ENSP00000306512	0	0	0	0	0	0	0	0.443	0.443
FLT3LG	CSF1	1864052	1850929	9606.ENSP00000468977	9606.ENSP00000327513	0	0	0	0	0	0	0	0.443	0.443
CCL16	AMBP	1847399	1845697	9606.ENSP00000293275	9606.ENSP00000265132	0	0	0	0	0	0	0	0.443	0.443
COL18A1	VWF	1853197	1844904	9606.ENSP00000347665	9606.ENSP00000261405	0	0	0	0	0	0	0	0.443	0.443
TF	HMOX1	1859071	1842546	9606.ENSP00000385834	9606.ENSP00000216117	0	0	0	0	0	0	0	0.443	0.443
CCL15	CCL24	1847400	1842947	9606.ENSP00000293276	9606.ENSP00000222902	0	0	0	0	0.046	0	0	0.441	0.443
CXCL5	CCL24	1847663	1842947	9606.ENSP00000296027	9606.ENSP00000222902	0	0	0	0	0	0	0	0.443	0.443
CCL11	KITLG	1848388	1843134	9606.ENSP00000302234	9606.ENSP00000228280	0	0	0	0	0	0	0	0.443	0.443
ICAM1	CCL17	1845628	1842733	9606.ENSP00000264832	9606.ENSP00000219244	0	0	0	0	0	0	0	0.443	0.443
CD274	VEGFA	1857401	1855611	9606.ENSP00000370989	9606.ENSP00000361125	0	0	0	0	0	0	0	0.443	0.443
SELE	MARCO	1851385	1850096	9606.ENSP00000331736	9606.ENSP00000318916	0	0	0	0	0	0	0	0.443	0.443
TF	PIGR	1859071	1853366	9606.ENSP00000385834	9606.ENSP00000348888	0	0	0	0	0	0	0	0.443	0.443
IL10	TF	1860958	1859071	9606.ENSP00000412237	9606.ENSP00000385834	0	0	0	0	0	0	0	0.442	0.442
NCAM1	NRP1	1850053	1845737	9606.ENSP00000318472	9606.ENSP00000265371	0	0	0	0	0	0	0	0.442	0.442
TNFSF10	CCL2	1843591	1843055	9606.ENSP00000241261	9606.ENSP00000225831	0	0	0	0	0	0	0	0.442	0.442
TF	REN	1859071	1846232	9606.ENSP00000385834	9606.ENSP00000272190	0	0	0	0	0	0	0	0.442	0.442
IL10	CCL24	1860958	1842947	9606.ENSP00000412237	9606.ENSP00000222902	0	0	0	0	0	0	0	0.442	0.442
CCL20	CCL24	1853751	1842947	9606.ENSP00000351671	9606.ENSP00000222902	0	0	0	0	0	0	0	0.442	0.442
KIT	CCL2	1847112	1843055	9606.ENSP00000288135	9606.ENSP00000225831	0	0	0	0	0	0	0	0.442	0.442
NGF	TNC	1855044	1845696	9606.ENSP00000358525	9606.ENSP00000265131	0	0	0	0	0.047	0	0	0.439	0.442
CCL11	CCL15	1848388	1847400	9606.ENSP00000302234	9606.ENSP00000293276	0	0	0	0	0.053	0	0	0.435	0.442
IL10	CDH1	1860958	1844988	9606.ENSP00000412237	9606.ENSP00000261769	0	0	0	0	0	0	0	0.442	0.442
IL8	TNFRSF11B	1848852	1847859	9606.ENSP00000306512	9606.ENSP00000297350	0	0	0	0	0	0	0	0.442	0.442
ENG	LEP	1855851	1849557	9606.ENSP00000362299	9606.ENSP00000312652	0	0	0	0	0	0	0	0.442	0.442
PLAUR	CDH1	1852201	1844988	9606.ENSP00000339328	9606.ENSP00000261769	0	0	0	0	0	0	0	0.442	0.442
CD40	KIT	1855654	1847112	9606.ENSP00000361359	9606.ENSP00000288135	0	0	0	0	0	0.096	0	0.409	0.442
CXCL1	CCL24	1858329	1842947	9606.ENSP00000379110	9606.ENSP00000222902	0	0	0	0	0	0	0	0.442	0.442
NGF	NOTCH1	1855044	1846535	9606.ENSP00000358525	9606.ENSP00000277541	0	0	0	0	0	0	0	0.442	0.442
VWF	SELL	1844904	1843434	9606.ENSP00000261405	9606.ENSP00000236147	0	0	0	0	0	0	0	0.442	0.442
CSTB	CX3CL1	1847296	1842139	9606.ENSP00000291568	9606.ENSP00000006053	0	0	0	0	0	0	0	0.442	0.442
SERPINE1	HMOX1	1842959	1842546	9606.ENSP00000223095	9606.ENSP00000216117	0	0	0	0	0.061	0	0	0.431	0.442
IGFBP3	PAPPA	1857331	1851275	9606.ENSP00000370473	9606.ENSP00000330658	0	0	0	0	0	0	0	0.442	0.442
SPP1	EGFR	1858269	1846445	9606.ENSP00000378517	9606.ENSP00000275493	0	0	0	0	0	0	0	0.442	0.442
CCL16	CSTB	1847399	1847296	9606.ENSP00000293275	9606.ENSP00000291568	0	0	0	0	0	0	0	0.442	0.442
SRC	TNFSF10	1853652	1843591	9606.ENSP00000350941	9606.ENSP00000241261	0	0	0	0	0	0	0	0.442	0.442
CXCL11	IL18	1848890	1846668	9606.ENSP00000306884	9606.ENSP00000280357	0	0	0	0	0	0	0	0.442	0.442
IL16	CCL3	1848472	1843010	9606.ENSP00000302935	9606.ENSP00000225245	0	0	0	0	0	0	0	0.442	0.442
NPPB	ADM	1856504	1846549	9606.ENSP00000365651	9606.ENSP00000278175	0	0	0	0	0	0	0	0.442	0.442
PLAUR	MMP7	1852201	1844765	9606.ENSP00000339328	9606.ENSP00000260227	0	0	0	0	0	0	0	0.442	0.442
FCGR3B	TNFSF10	1847507	1843591	9606.ENSP00000294800	9606.ENSP00000241261	0	0	0	0	0.11	0	0	0.399	0.442
CXCL9	CSF1	1854250	1850929	9606.ENSP00000354901	9606.ENSP00000327513	0	0	0	0	0	0	0	0.442	0.442
MCL1	SRC	1854935	1853652	9606.ENSP00000358022	9606.ENSP00000350941	0	0	0	0	0	0.045	0	0.44	0.442
CCL19	IL7	1849114	1845425	9606.ENSP00000308815	9606.ENSP00000263851	0	0	0	0	0	0	0	0.442	0.442
